idx,vid,total,percentage,simple,weighted_simple,pagerank,elo,entropy,pid,p_name,alias,c_votecount,c_rating,c_average,title_ja,title_en,title_zh,search,rank
3346,v16032,6.331,0.487,0.786,2.636,14264.232,1853.215,0.328,,,対アリ\nTaiAli\nTXA,649,8.310,8.310,大正×対称アリス,TAISHO x ALICE,大正×对称爱丽丝,大正対称アリスtaishoxalice大正对称爱丽丝対アリntaialintxa,90
738,v1483,7.810,0.605,0.956,3.264,15001.111,2190.939,0.483,,,"Asairo, Kissumi",470,8.300,8.300,きっと、澄みわたる朝色よりも、,,从晴朗的朝色泛起之际开始,きっと澄みわたる朝色よりも从晴朗的朝色泛起之际开始asairokissumi,91
2764,v12849,22.491,0.496,0.901,4.796,6273.817,1763.215,0.476,,,"Beyond the sky, into the firmament.\nあおかな\nFour Rhythm Across the Blue\n苍彼\n4Rhythm\nAokana\n아오카나",5689,8.290,8.290,蒼の彼方のフォーリズム,Aokana -Four Rhythms Across the Blue-,苍之彼方的四重奏,蒼の彼方のフォーリズムaokanafourrhythmsacrosstheblue苍之彼方的四重奏beyondtheskyintothefirmamentnあおかなnfourrhythmacrossthebluen苍彼n4rhythmnaokanan,92
5497,v25288,2.775,0.317,0.535,1.505,10087.233,1689.066,0.188,,,,545,8.290,8.290,,Being a DIK,Being a DIK,beingadikbeingadiknan,93
5834,v27557,2.643,0.432,0.630,1.505,29680.574,1857.544,0.207,,,,123,8.290,8.290,,Summer's Gone: Season 1,Summer's Gone: Season 1,summersgoneseason1summersgoneseason1nan,94
6749,v37651,6.033,0.497,0.808,2.549,14062.707,2182.647,0.337,,,Mashifoni,502,8.290,8.290,ましろ色シンフォニー SANA EDITION,Mashiroiro Symphony HD -Sana Edition-,纯白交响曲 SANA EDITION,ましろ色シンフォニーsanaeditionmashiroirosymphonyhdsanaedition纯白交响曲sanaeditionmashifoni,95
6750,v37713,3.921,0.674,0.922,2.189,40722.405,3027.621,0.443,,,,48,8.280,9.040,,,潜伏之赤途,潜伏之赤途nan,96
6788,v38886,3.271,0.628,0.918,2.080,43797.756,2960.518,0.348,,,,33,8.280,8.940,夢灯華,Noctuary,梦灯花,夢灯華noctuary梦灯花nan,97
5195,v23097,3.552,0.558,0.867,2.108,35889.557,3524.468,0.375,,,tobiden,38,8.280,8.840,扉の伝説 ～風のつばさ～,,,扉の伝説風のつばさtobiden,98
1215,v3697,2.645,0.527,0.830,1.889,32265.971,2308.923,0.301,,,マイ・メリー・メイビー\nマイ・メリー・メイ ウィズ ビー\nMMMWB\n皋月物语,41,8.280,8.810,My Merry Maybe,,皋月物语,mymerrymaybe皋月物语マイ・メリー・メイビーnマイ・メリー・メイウィズビーnmmmwbn皋月物语,99
6360,v31360,1.320,0.355,0.523,1.014,43720.789,2638.799,0.132,,,,37,8.280,8.720,,Our Life: Now & Forever,Our Life: Now & Forever,ourlifenowforeverourlifenowforevernan,100
1420,v4918,1.431,0.173,0.247,0.803,32252.866,2055.153,0.061,,,,45,8.280,8.670,ラッキードッグ１+bad egg,,,ラッキードッグbadeggnan,101
7080,v54050,1.720,0.374,0.675,1.460,19946.682,2668.379,0.206,,,,43,8.280,8.520,もっと！孕ませ！炎のおっぱい異世界おっぱいバニー学園！,,,もっと孕ませ炎のおっぱい異世界おっぱいバニー学園nan,102
289,v432,4.017,0.341,0.563,1.791,12373.897,1833.273,0.198,,,,680,8.280,8.280,Lamento -BEYOND THE VOID-,,,lamentobeyondthevoidnan,103
1111,v3112,20.219,0.586,0.886,4.227,8784.243,1480.811,0.440,,,"The absolute limit of escape - 9 Hours, 9 Persons, 9 Doors\nExtreme Escape: 9 Hours 9 People 9 Doors\n999\nZero Escape Volume 1\nZero Escape 1\nZero Escape: 9 Hours 9 People 9 Doors\nZero Escape: 9-Jikan 9-Nin 9 no Tobira",8048,8.280,8.280,極限脱出 9時間9人9の扉,"999: Nine Hours, Nine Persons, Nine Doors",极限脱出 9小时9人9扇门,極限脱出9時間9人9の扉999ninehoursninepersonsninedoors极限脱出9小时9人9扇门theabsolutelimitofescape9hours9persons9doorsnextremeescape9hours9people9doorsn999nzeroescapevolume1nzeroescape1nzeroescape9hours9people9doorsnzeroescape9jikan9nin9notobira,104
1355,v4463,5.060,0.365,0.597,2.012,15312.314,2147.401,0.236,,,Muv-Luv TDA,571,8.280,8.280,マブラヴ アンリミテッド ザ・デイアフター,Muv-Luv Unlimited: The Day After,Muv-Luv Unlimited: The Day After,マブラヴアンリミテッドザ・デイアフターmuvluvunlimitedthedayaftermuvluvunlimitedthedayaftermuvluvtda,105
3593,v17046,3.610,0.328,0.577,1.794,7605.553,1920.646,0.229,,,Monmusu Quest! Paradox RPG [Part One]\nMGQP\nParadox,479,8.280,8.280,もんむす・くえすと！ ぱらどっくすRPG前章,,勇者大战魔物娘RPG前章,もんむす・くえすとぱらどっくすrpg前章勇者大战魔物娘rpg前章monmusuquestparadoxrpgpartonenmgqpnparadox,106
6144,v29661,5.249,0.447,0.696,2.222,19547.674,1796.088,0.265,,,終ヴィル\nVirche de La fin -ErroR:salvation-,455,8.280,8.280,終遠のヴィルシュ -ErroR:salvation-,Virche Evermore: -ErroR:salvation-,Virche Evermore: -ErroR:salvation-,終遠のヴィルシュerrorsalvationvircheevermoreerrorsalvationvircheevermoreerrorsalvation終ヴィルnvirchedelafinerrorsalvation,107
6885,v44096,2.776,0.369,0.575,1.540,28675.851,2380.691,0.153,,,,123,8.280,8.280,even if TEMPEST 連なるときの暁,even if TEMPEST: Dawning Connections,even if TEMPEST: Dawning Connections,eveniftempest連なるときの暁eveniftempestdawningconnectionseveniftempestdawningconnectionsnan,108
2933,v13882,1.847,0.201,0.344,1.065,25761.484,1962.824,0.108,,,,70,8.270,8.340,きんとうか,,,きんとうかnan,109
3732,v17853,2.794,0.263,0.454,1.457,26287.474,2065.970,0.178,,,ブラッキッシュハウス,89,8.270,8.290,Blackish House,,,blackishhouseブラッキッシュハウス,110
5689,v26485,3.453,0.415,0.787,2.201,12225.699,1768.238,0.315,,,月の彼方で逢いましょう スイート・サマー・レインボー\nつきかなSSR\nTsukikanaSSR\nA tale of happiness at the end of the moonbow. Never ending pleasure together with you.\n相逢在明月映照的彼岸FD,114,8.270,8.270,月の彼方で逢いましょう SweetSummerRainbow,,在月之彼岸邂逅~甜蜜的夏日彩虹~,月の彼方で逢いましょうsweetsummerrainbow在月之彼岸邂逅甜蜜的夏日彩虹月の彼方で逢いましょうスイート・サマー・レインボーnつきかなssrntsukikanassrnataleofhappinessattheendofthemoonbowneverendingpleasuretogetherwithyoun相逢在明月映照的彼岸fd,111
6931,v46116,1.899,0.379,0.659,1.474,26386.966,2538.908,0.165,,,DC5FL,37,8.260,8.510,D.C.5 Future Link ～ダ・カーポ5～ フューチャーリンク,,,dc5futurelinkダ・カーポ5フューチャーリンクdc5fl,112
884,v2045,5.313,0.300,0.598,2.236,5764.242,1819.863,0.240,,,Brutal King Rance,818,8.260,8.260,鬼畜王ランス,,,鬼畜王ランスbrutalkingrance,113
1246,v3883,2.289,0.274,0.521,1.482,10566.720,2231.275,0.205,,,Albatross Log\nアルバトロスこうかいろく,107,8.260,8.260,信天翁航海録,,,信天翁航海録albatrosslognアルバトロスこうかいろく,114
2668,v12455,4.405,0.365,0.732,2.412,8985.499,1918.007,0.310,,,そうしゅうせんしんかんがくえん はちみょうじん,288,8.260,8.260,相州戦神館學園 八命陣,,,相州戦神館學園八命陣そうしゅうせんしんかんがくえんはちみょうじん,115
3806,v18157,0.464,0.068,0.144,0.379,27229.216,1852.874,0.039,,,,138,8.260,8.260,,Echo,Echo,echoechonan,116
186,v211,32.740,0.566,0.928,5.629,6323.843,1610.905,0.521,,,,11551,8.250,8.250,G線上の魔王,G-senjou no Maou - The Devil on G-String,G弦上的魔王,g線上の魔王gsenjounomaouthedevilongstringg弦上的魔王nan,117
774,v1564,1.861,0.176,0.287,0.874,17688.659,1918.978,0.084,,,LD1,227,8.250,8.250,ラッキードッグ１,,,ラッキードッグld1,118
5604,v25931,6.177,0.477,0.698,2.308,15880.800,1590.569,0.294,,,KGS\nYTTD,1046,8.240,8.240,キミガシネ　―多数決デスゲーム―,Your Turn To Die -Death Game By Majority-,Your Turn To Die -Death Game By Majority-,キミガシネ多数決デスゲームyourturntodiedeathgamebymajorityyourturntodiedeathgamebymajoritykgsnyttd,119
1039,v2836,4.397,0.388,0.761,2.493,7106.833,2063.490,0.322,,,Battle Goddess Episode 4\nIMV,342,8.230,8.230,戦女神VERITA,,,戦女神veritabattlegoddessepisode4nimv,120
1699,v6723,3.105,0.334,0.570,1.640,18573.883,1882.900,0.204,,,CZ,167,8.230,8.230,CLOCK ZERO 〜終焉の一秒〜,,,clockzero終焉の一秒cz,121
3808,v18160,6.998,0.384,0.655,2.409,12304.631,1846.465,0.270,,,cxm\nカラマリ,1244,8.230,8.230,Collar x Malice,,,collarxmalicecxmnカラマリ,122
5654,v26307,6.849,0.507,0.886,3.113,10956.198,1602.580,0.429,,,,477,8.230,8.230,アマカノ２,,甜蜜女友2,アマカノ甜蜜女友2nan,123
1894,v7809,15.354,0.575,0.868,3.787,9950.057,1625.627,0.410,,,VLR\nExtreme Escape Adventure: Good People Die\nZero Escape Volume 2,5361,8.220,8.220,極限脱出ADV 善人シボウデス,Zero Escape: Virtue's Last Reward,极限脱出ADV 善人死亡,極限脱出adv善人シボウデスzeroescapevirtueslastreward极限脱出adv善人死亡vlrnextremeescapeadventuregoodpeopledienzeroescapevolume2,124
6127,v29443,7.760,0.439,0.712,2.650,7922.765,1803.460,0.322,,,Porter\n星之終途,1185,8.220,8.220,終のステラ,Stella of The End,星之终途,終のステラstellaoftheend星之终途portern星之終途,125
6289,v30804,1.227,0.278,0.463,0.978,30184.060,2368.590,0.146,,,,35,8.210,8.480,,Amnea28: two eternities,Amnea28: two eternities,amnea28twoeternitiesamnea28twoeternitiesnan,126
4552,v20592,1.128,0.178,0.420,1.075,8177.111,1703.437,0.140,,,,98,8.210,8.220,真・恋姫†夢想-革命- 劉旗の大望,,,真・恋姫夢想革命劉旗の大望nan,127
12,v13,12.798,0.569,0.893,3.693,9613.424,1801.797,0.434,,,Remember11\nR11\nリメンバーイレブン ジ・エイジ・オブ・インフィニティ,2920,8.210,8.210,Remember11 -the age of infinity-,,无限轮回的时光,remember11theageofinfinity无限轮回的时光remember11nr11nリメンバーイレブンジ・エイジ・オブ・インフィニティ,128
2498,v11849,10.590,0.489,0.837,3.264,7082.896,1957.679,0.383,,,Monmusu Quest! Epilogue\nMGQ 3\nMonmusu Quest! Final Chapter: Loss Means Vamp Devour,2676,8.210,8.210,もんむす・くえすと!終章 ～負ければ妖女に犯される～,Monster Girl Quest - Part 3,Monster Girl Quest - Part 3,もんむす・くえすと終章負ければ妖女に犯されるmonstergirlquestpart3monstergirlquestpart3monmusuquestepiloguenmgq3nmonmusuquestfinalchapterlossmeansvampdevour,129
4000,v18778,7.851,0.393,0.800,3.212,6032.652,1811.771,0.357,,,Ginharu,1031,8.210,8.210,銀色、遥か,,银色遥远,銀色遥か银色遥远ginharu,130
7085,v54897,1.772,0.277,0.458,1.168,29189.490,2388.137,0.146,,,極限 x 絶望\nProject Extreme x Despair\nProject Limit x Despair\nハンドラ\nHandora,128,8.210,8.210,HUNDRED LINE -最終防衛学園-,The Hundred Line -Last Defense Academy-,百日战纪 -最终防卫学园-,hundredline最終防衛学園thehundredlinelastdefenseacademy百日战纪最终防卫学园極限x絶望nprojectextremexdespairnprojectlimitxdespairnハンドラnhandora,131
5548,v25616,1.474,0.304,0.451,0.986,30460.109,2318.187,0.105,,,黄昏ホテル\nたそほて,83,8.200,8.230,誰ソ彼ホテル,Tasokare Hotel,黃昏旅店,誰ソ彼ホテルtasokarehotel黃昏旅店黄昏ホテルnたそほて,132
1615,v6245,20.048,0.586,0.896,4.477,8958.720,1850.243,0.482,,,Majikoi S\nまじこいS\nDo Love Me Seriously! S\nMaji de Jibun ni Koishinasai! S\nMaji de Atashi ni Koishinasai! S\nMaji de Ware ni Koishinasai! S,4735,8.200,8.200,真剣で私に恋しなさい！S,,,真剣で私に恋しなさいsmajikoisnまじこいsndolovemeseriouslysnmajidejibunnikoishinasaisnmajideatashinikoishinasaisnmajidewarenikoishinasais,133
2599,v12260,6.264,0.390,0.769,2.853,6667.130,1896.839,0.341,,,忠臣蔵46+1\nChuShinGura 46+1,643,8.200,8.200,ChuSinGura 46+1,,忠臣蔵46+1,chusingura461忠臣蔵461忠臣蔵461nchushingura461,134
3374,v16131,2.809,0.308,0.602,1.802,12324.475,1881.520,0.232,,,,160,8.200,8.200,相州戦神館學園 万仙陣,,,相州戦神館學園万仙陣nan,135
5386,v24610,0.804,0.150,0.181,0.390,18326.050,1479.392,0.037,,,Steamed Hams but it's a playable episode of Umineko no Naku Koro ni\nUmineko Steamed Hams,277,8.200,8.200,,Umineko no Naku Koro ni Musu,Umineko no Naku Koro ni Musu,uminekononakukoronimusuuminekononakukoronimususteamedhamsbutitsaplayableepisodeofuminekononakukoroninuminekosteamedhams,136
6491,v32555,5.316,0.491,0.719,2.201,21349.586,1926.267,0.271,,,,448,8.200,8.200,even if TEMPEST 宵闇にかく語りき魔女,even if TEMPEST,even if TEMPEST,eveniftempest宵闇にかく語りき魔女eveniftempesteveniftempestnan,137
6887,v44101,2.465,0.434,0.679,1.605,18025.214,2431.110,0.229,,,,251,8.190,8.190,あまえんぼ冬,Winter Memories,冬日狂想曲,あまえんぼ冬wintermemories冬日狂想曲nan,138
6,v7,21.875,0.516,0.890,4.633,6049.281,1375.745,0.454,,,Tsukihime: Blue Blue Glass Moon Under The Crimson Air\nMoon Princess,9980,8.180,8.180,月姫,,月姫,月姫月姫tsukihimeblueblueglassmoonunderthecrimsonairnmoonprincess,139
1946,v8095,2.401,0.136,0.256,1.009,10113.775,2021.613,0.095,,,BWS,373,8.180,8.180,ブラック ウルヴス サーガ -ブラッディーナイトメア-,,,ブラックウルヴスサーガブラッディーナイトメアbws,140
3464,v16463,1.528,0.245,0.543,1.373,9324.839,1594.994,0.177,,,,132,8.180,8.180,真・恋姫†英雄譚,,,真・恋姫英雄譚nan,141
4235,v19545,3.019,0.296,0.563,1.694,7881.045,1620.693,0.202,,,FLOWERS 冬篇\nFLOWERS Fuyu-hen\nFlowers4\nFLOWERS -The volume of winter-,507,8.180,8.180,FLOWERS -Le volume sur hiver-,Flowers -Le volume sur hiver-,FLOWERS 冬篇,flowerslevolumesurhiverflowerslevolumesurhiverflowers冬篇flowers冬篇nflowersfuyuhennflowers4nflowersthevolumeofwinter,142
4557,v20602,5.870,0.471,0.827,2.720,11413.767,1823.808,0.357,,,Majikoi A-5\nまじこいA-5,679,8.180,8.180,真剣で私に恋しなさい！A-5,,,真剣で私に恋しなさいa5majikoia5nまじこいa5,143
4869,v21852,17.194,0.511,0.865,4.144,7686.842,1697.405,0.448,,,Kinkoi\n金恋\n金戀,3297,8.180,8.180,金色ラブリッチェ,Kinkoi: Golden Loveriche,金辉恋曲四重奏,金色ラブリッチェkinkoigoldenloveriche金辉恋曲四重奏kinkoin金恋n金戀,144
6604,v33924,2.811,0.332,0.609,1.724,12102.809,2022.907,0.233,,,ヘブバン\nHebuban\nHBR\n红烧天堂,394,8.180,8.180,ヘブンバーンズレッド,Heaven Burns Red,炽焰天穹,ヘブンバーンズレッドheavenburnsred炽焰天穹ヘブバンnhebubannhbrn红烧天堂,145
1117,v3130,0.724,0.143,0.289,0.634,27564.488,2296.466,0.098,,,Hana Ki sou.,34,8.170,8.450,花帰葬,,,花帰葬hanakisou,146
684,v1360,1.839,0.385,0.742,1.597,27799.844,2109.531,0.271,,,,36,8.170,8.420,街,,,街nan,147
6386,v31533,1.013,0.182,0.276,0.667,40854.605,2350.811,0.086,,,,53,8.170,8.300,,ARCHANGEL:NEMESIS,ARCHANGEL:NEMESIS,archangelnemesisarchangelnemesisnan,148
5197,v23125,0.525,0.042,0.146,0.492,7289.493,1475.453,0.069,,,VBL,76,8.170,8.220,VenusBlood:Lagoon,,,venusbloodlagoonvbl,149
2964,v13994,1.394,0.171,0.286,0.798,20210.817,1892.981,0.070,,,,122,8.170,8.170,吉原彼岸花,,吉原彼岸花,吉原彼岸花吉原彼岸花nan,150
6638,v34454,1.769,0.366,0.598,1.331,44388.037,2251.508,0.201,,,HLPT,34,8.160,8.440,,HEARTLOVEPOWERTEMPLE,HEARTLOVEPOWERTEMPLE,heartlovepowertempleheartlovepowertemplehlpt,151
2091,v9678,8.126,0.523,0.832,2.935,12435.605,2036.623,0.369,,,RGD,1025,8.160,8.160,ローズガンズデイズ,,,ローズガンズデイズrgd,152
3315,v15871,5.357,0.385,0.731,2.594,10622.405,1933.086,0.311,,,纸上的魔法使\nKamimaho\nかみまほ,507,8.160,8.160,紙の上の魔法使い,,纸上魔法使,紙の上の魔法使い纸上魔法使纸上的魔法使nkamimahonかみまほ,153
4067,v18953,1.589,0.215,0.455,1.266,7292.141,1518.340,0.147,,,,116,8.160,8.160,幕末尽忠報国烈士伝　MIBURO,,,幕末尽忠報国烈士伝miburonan,154
4133,v19223,0.338,-0.005,0.048,0.294,5185.087,1652.812,0.035,,,,101,8.160,8.160,シルヴァリオトリニティ,,,シルヴァリオトリニティnan,155
4224,v19494,1.799,0.307,0.621,1.548,10262.190,1554.631,0.204,,,,101,8.160,8.160,巨乳ファンタジー外伝２after -オスタシアの野望-,,,巨乳ファンタジー外伝afterオスタシアの野望nan,156
4322,v19810,3.481,0.414,0.778,2.252,10205.502,1751.052,0.317,,,,148,8.160,8.160,アマカノ+,,,アマカノnan,157
6115,v29383,5.857,0.459,0.844,2.858,11078.062,1960.053,0.360,,,るぺかり\nRupekari,586,8.160,8.160,冥契のルペルカリア,Lupercalia of the Silent Accord,冥契的牧神节,冥契のルペルカリアlupercaliaofthesilentaccord冥契的牧神节るぺかりnrupekari,158
679,v1347,1.179,0.252,0.389,0.843,28392.965,1770.670,0.088,,,,48,8.150,8.300,ジョーカーの国のアリス～ Wonderful Wonder World ～,,,ジョーカーの国のアリスwonderfulwonderworldnan,159
4078,v19011,4.878,0.628,0.883,2.402,34649.967,2196.769,0.372,,,Mahosho,94,8.150,8.160,魔法少女,,,魔法少女mahosho,160
55,v57,24.050,0.597,0.937,4.841,7962.086,1665.166,0.523,,,Syarin,6570,8.150,8.150,車輪の国、向日葵の少女,Sharin no Kuni: The Girl Among the Sunflowers,车轮之国，向日葵的少女,車輪の国向日葵の少女sharinnokunithegirlamongthesunflowers车轮之国向日葵的少女syarin,161
2795,v12984,3.448,0.307,0.613,2.015,7906.130,1892.077,0.237,,,星辰少女的白色永远\nアス永遠\nElfin song's an unlimited expanse of white\nWhite Eternity of AstralAir\nAstralAir no Shiroki Eien\n白永,432,8.150,8.150,アストラエアの白き永遠,,星辰恋曲的白色永恒,アストラエアの白き永遠星辰恋曲的白色永恒星辰少女的白色永远nアス永遠nelfinsongsanunlimitedexpanseofwhitenwhiteeternityofastralairnastralairnoshirokieienn白永,162
3396,v16212,9.222,0.525,0.884,3.292,7972.427,1947.128,0.448,,,Final Episode of Ley-line\nTokeijikake no Ley Line 3,841,8.150,8.150,時計仕掛けのレイライン －朝霧に散る花－,A Clockwork Ley-Line: Flowers Falling in the Morning Mist,时钟机关的Ley-line -朝雾中飘零之花-,時計仕掛けのレイライン朝霧に散る花aclockworkleylineflowersfallinginthemorningmist时钟机关的leyline朝雾中飘零之花finalepisodeofleylinentokeijikakenoleyline3,163
5429,v24803,6.040,0.460,0.836,2.852,10614.848,1660.483,0.374,,,つきかな\nTsukikana\nSee you at the other side of the moon\n月彼,411,8.150,8.150,月の彼方で逢いましょう,,在月之彼岸邂逅,月の彼方で逢いましょう在月之彼岸邂逅つきかなntsukikananseeyouattheothersideofthemoonn月彼,164
5699,v26530,5.403,0.409,0.748,2.681,9823.349,1660.740,0.326,,,ままごと ～ままとないしょのえっちしましょ～,528,8.150,8.150,ままごと ～ママとないしょのエッチしましょ～,,和妈妈来一场秘而不宣的性爱吧,ままごとママとないしょのエッチしましょ和妈妈来一场秘而不宣的性爱吧ままごとままとないしょのえっちしましょ,165
6179,v29909,4.857,0.380,0.690,2.420,8172.002,1593.821,0.288,,,EroSucc\nhsuc\nEroSuccubus\nMore! Knock Me Up! A Super Ero-Succubus Academy in the Parallel World of Fiery Boobs!,447,8.150,8.150,もっと！孕ませ！炎のおっぱい異世界超エロ♥サキュバス学園！,"OPPAI Succubus Academy Sucky and Busty, Demonic and Lusty!",吹弹！丰盈！波涛汹涌！异世界魅魔学园！,もっと孕ませ炎のおっぱい異世界超エロサキュバス学園oppaisuccubusacademysuckyandbustydemonicandlusty吹弹丰盈波涛汹涌异世界魅魔学园erosuccnhsucnerosuccubusnmoreknockmeupasupererosuccubusacademyintheparallelworldoffieryboobs,166
